defect_id,product_line,production_date,defect_type,defect_count,total_produced,defect_rate,severity,root_cause,created_date
30,Hydraulic Actuators,2024-01-20,Surface Scratch,28,669,0.0419,Critical,Material variance,2024-01-20 00:00:00
31,Hydraulic Actuators,2024-01-22,Missing Component,3,136,0.0221,Critical,Machine calibration,2024-01-22 00:00:00
32,Composite Panels,2024-01-23,Surface Scratch,7,218,0.0321,Major,Operator error,2024-01-23 00:00:00
33,Engine Mounts,2024-01-23,Dimensional Out-of-Spec,15,568,0.0264,Minor,Material variance,2024-01-23 00:00:00
34,Landing Gear,2024-01-23,Weld Defect,2,457,0.0044,Major,Material variance,2024-01-23 00:00:00
35,Precision Bearings,2024-01-24,Thread Damage,13,676,0.0192,Critical,Environmental factors,2024-01-24 00:00:00
36,Composite Panels,2024-01-25,Stress Crack,3,178,0.0169,Minor,Tool wear,2024-01-25 00:00:00
37,Turbine Blades,2024-01-26,Coating Failure,3,391,0.0077,Major,Environmental factors,2024-01-26 00:00:00
38,Landing Gear,2024-01-26,Material Contamination,20,957,0.0209,Critical,Tool wear,2024-01-26 00:00:00
39,Engine Mounts,2024-01-27,Missing Component,20,564,0.0355,Minor,Machine calibration,2024-01-27 00:00:00
40,Turbine Blades,2024-01-27,Thread Damage,1,437,0.0023,Major,Operator error,2024-01-27 00:00:00
41,Hydraulic Actuators,2024-01-27,Missing Component,1,316,0.0032,Major,Tool wear,2024-01-27 00:00:00
42,Landing Gear,2024-01-29,Material Contamination,8,508,0.0157,Critical,Process deviation,2024-01-29 00:00:00
43,Landing Gear,2024-01-29,Weld Defect,6,121,0.0496,Critical,Process deviation,2024-01-29 00:00:00
44,Composite Panels,2024-01-29,Dimensional Out-of-Spec,4,391,0.0102,Major,Process deviation,2024-01-29 00:00:00
45,Precision Bearings,2024-01-30,Material Contamination,38,801,0.0474,Major,Machine calibration,2024-01-30 00:00:00
46,Landing Gear,2024-01-30,Porosity,23,952,0.0242,Critical,Process deviation,2024-01-30 00:00:00
47,Engine Mounts,2024-01-30,Missing Component,15,497,0.0302,Minor,Environmental factors,2024-01-30 00:00:00
48,Landing Gear,2024-01-31,Incorrect Assembly,27,874,0.0309,Minor,Material variance,2024-01-31 00:00:00
49,Composite Panels,2024-01-31,Dimensional Out-of-Spec,27,745,0.0362,Critical,Environmental factors,2024-01-31 00:00:00
50,Sensor Assemblies,2024-01-31,Weld Defect,21,574,0.0366,Minor,Machine calibration,2024-01-31 00:00:00
51,Engine Mounts,2024-02-01,Missing Component,5,639,0.0078,Major,Process deviation,2024-02-01 00:00:00
52,Precision Bearings,2024-02-03,Missing Component,2,252,0.0079,Critical,Environmental factors,2024-02-03 00:00:00
53,Composite Panels,2024-02-03,Surface Scratch,18,402,0.0448,Minor,Tool wear,2024-02-03 00:00:00
54,Turbine Blades,2024-02-03,Porosity,6,625,0.0096,Major,Process deviation,2024-02-03 00:00:00
55,Precision Bearings,2024-02-05,Thread Damage,8,463,0.0173,Critical,Environmental factors,2024-02-05 00:00:00
56,Turbine Blades,2024-02-05,Stress Crack,10,216,0.0463,Critical,Material variance,2024-02-05 00:00:00
57,Composite Panels,2024-02-05,Coating Failure,1,146,0.0068,Minor,Operator error,2024-02-05 00:00:00
58,Engine Mounts,2024-02-06,Stress Crack,42,875,0.048,Minor,Operator error,2024-02-06 00:00:00
59,Sensor Assemblies,2024-02-06,Weld Defect,11,992,0.0111,Critical,Tool wear,2024-02-06 00:00:00
60,Landing Gear,2024-02-07,Surface Scratch,17,544,0.0312,Critical,Process deviation,2024-02-07 00:00:00
61,Landing Gear,2024-02-07,Stress Crack,1,113,0.0088,Major,Machine calibration,2024-02-07 00:00:00
62,Engine Mounts,2024-02-08,Thread Damage,19,410,0.0463,Major,Machine calibration,2024-02-08 00:00:00
63,Composite Panels,2024-02-08,Dimensional Out-of-Spec,19,923,0.0206,Critical,Material variance,2024-02-08 00:00:00
64,Turbine Blades,2024-02-08,Surface Scratch,1,295,0.0034,Minor,Material variance,2024-02-08 00:00:00
65,Engine Mounts,2024-02-10,Weld Defect,9,764,0.0118,Major,Machine calibration,2024-02-10 00:00:00
66,Landing Gear,2024-02-11,Material Contamination,14,408,0.0343,Major,Process deviation,2024-02-11 00:00:00
67,Hydraulic Actuators,2024-02-14,Stress Crack,28,856,0.0327,Major,Tool wear,2024-02-14 00:00:00
68,Control Valves,2024-02-15,Thread Damage,9,306,0.0294,Major,Tool wear,2024-02-15 00:00:00
69,Sensor Assemblies,2024-02-15,Coating Failure,0,108,0.0,Major,Process deviation,2024-02-15 00:00:00
70,Precision Bearings,2024-02-15,Coating Failure,3,137,0.0219,Major,Environmental factors,2024-02-15 00:00:00
71,Control Valves,2024-02-16,Porosity,3,831,0.0036,Critical,Process deviation,2024-02-16 00:00:00
72,Sensor Assemblies,2024-02-16,Missing Component,4,666,0.006,Minor,Process deviation,2024-02-16 00:00:00
73,Engine Mounts,2024-02-16,Thread Damage,7,219,0.032,Minor,Operator error,2024-02-16 00:00:00
74,Composite Panels,2024-02-17,Missing Component,1,121,0.0083,Minor,Material variance,2024-02-17 00:00:00
75,Engine Mounts,2024-02-17,Weld Defect,14,452,0.031,Minor,Material variance,2024-02-17 00:00:00
76,Sensor Assemblies,2024-02-17,Material Contamination,29,716,0.0405,Major,Machine calibration,2024-02-17 00:00:00
77,Composite Panels,2024-02-18,Incorrect Assembly,43,953,0.0451,Major,Material variance,2024-02-18 00:00:00
78,Control Valves,2024-02-18,Stress Crack,2,389,0.0051,Critical,Material variance,2024-02-18 00:00:00
79,Control Valves,2024-02-18,Stress Crack,9,260,0.0346,Critical,Process deviation,2024-02-18 00:00:00
80,Precision Bearings,2024-02-19,Porosity,6,340,0.0176,Critical,Tool wear,2024-02-19 00:00:00
81,Sensor Assemblies,2024-02-19,Material Contamination,11,367,0.03,Critical,Environmental factors,2024-02-19 00:00:00
82,Turbine Blades,2024-02-19,Incorrect Assembly,4,926,0.0043,Major,Tool wear,2024-02-19 00:00:00
83,Landing Gear,2024-02-20,Stress Crack,14,675,0.0207,Major,Operator error,2024-02-20 00:00:00
84,Turbine Blades,2024-02-21,Missing Component,35,888,0.0394,Critical,Machine calibration,2024-02-21 00:00:00
85,Landing Gear,2024-02-21,Stress Crack,3,823,0.0036,Major,Tool wear,2024-02-21 00:00:00
86,Landing Gear,2024-02-26,Incorrect Assembly,13,991,0.0131,Critical,Machine calibration,2024-02-26 00:00:00
87,Engine Mounts,2024-02-27,Stress Crack,32,880,0.0364,Minor,Tool wear,2024-02-27 00:00:00
88,Hydraulic Actuators,2024-02-27,Incorrect Assembly,23,762,0.0302,Critical,Tool wear,2024-02-27 00:00:00
89,Engine Mounts,2024-02-28,Surface Scratch,24,525,0.0457,Critical,Process deviation,2024-02-28 00:00:00
90,Precision Bearings,2024-02-29,Dimensional Out-of-Spec,5,617,0.0081,Major,Operator error,2024-02-29 00:00:00
91,Composite Panels,2024-02-29,Weld Defect,20,469,0.0426,Critical,Environmental factors,2024-02-29 00:00:00
92,Control Valves,2024-03-01,Coating Failure,12,241,0.0498,Major,Process deviation,2024-03-01 00:00:00
93,Engine Mounts,2024-03-01,Incorrect Assembly,33,972,0.034,Critical,Process deviation,2024-03-01 00:00:00
94,Hydraulic Actuators,2024-03-01,Porosity,0,888,0.0,Critical,Tool wear,2024-03-01 00:00:00
95,Sensor Assemblies,2024-03-02,Material Contamination,24,511,0.047,Major,Tool wear,2024-03-02 00:00:00
96,Composite Panels,2024-03-02,Material Contamination,2,877,0.0023,Minor,Tool wear,2024-03-02 00:00:00
97,Composite Panels,2024-03-03,Porosity,21,511,0.0411,Major,Machine calibration,2024-03-03 00:00:00
98,Sensor Assemblies,2024-03-03,Missing Component,0,452,0.0,Minor,Environmental factors,2024-03-03 00:00:00
99,Composite Panels,2024-03-04,Weld Defect,20,556,0.036,Minor,Environmental factors,2024-03-04 00:00:00
100,Sensor Assemblies,2024-03-05,Coating Failure,41,931,0.044,Critical,Operator error,2024-03-05 00:00:00
101,Landing Gear,2024-03-05,Incorrect Assembly,4,137,0.0292,Major,Machine calibration,2024-03-05 00:00:00
102,Hydraulic Actuators,2024-03-05,Weld Defect,18,632,0.0285,Critical,Environmental factors,2024-03-05 00:00:00
103,Sensor Assemblies,2024-03-06,Material Contamination,40,875,0.0457,Critical,Tool wear,2024-03-06 00:00:00
104,Precision Bearings,2024-03-06,Coating Failure,9,347,0.0259,Minor,Tool wear,2024-03-06 00:00:00
105,Precision Bearings,2024-03-08,Incorrect Assembly,32,742,0.0431,Critical,Tool wear,2024-03-08 00:00:00
106,Landing Gear,2024-03-08,Thread Damage,9,559,0.0161,Minor,Tool wear,2024-03-08 00:00:00
107,Sensor Assemblies,2024-03-09,Thread Damage,17,341,0.0499,Critical,Operator error,2024-03-09 00:00:00
108,Precision Bearings,2024-03-09,Material Contamination,18,391,0.046,Minor,Process deviation,2024-03-09 00:00:00
109,Control Valves,2024-03-09,Porosity,5,207,0.0242,Minor,Material variance,2024-03-09 00:00:00
110,Engine Mounts,2024-03-10,Coating Failure,2,200,0.01,Major,Tool wear,2024-03-10 00:00:00
111,Landing Gear,2024-03-10,Material Contamination,6,163,0.0368,Major,Material variance,2024-03-10 00:00:00
112,Landing Gear,2024-03-11,Porosity,21,478,0.0439,Major,Environmental factors,2024-03-11 00:00:00
113,Composite Panels,2024-03-11,Thread Damage,16,992,0.0161,Major,Machine calibration,2024-03-11 00:00:00
114,Composite Panels,2024-03-11,Stress Crack,22,550,0.04,Minor,Process deviation,2024-03-11 00:00:00
115,Hydraulic Actuators,2024-03-12,Stress Crack,4,617,0.0065,Minor,Process deviation,2024-03-12 00:00:00
116,Landing Gear,2024-03-13,Stress Crack,13,811,0.016,Major,Tool wear,2024-03-13 00:00:00
117,Sensor Assemblies,2024-03-14,Coating Failure,9,221,0.0407,Critical,Tool wear,2024-03-14 00:00:00
118,Precision Bearings,2024-03-15,Dimensional Out-of-Spec,2,141,0.0142,Major,Operator error,2024-03-15 00:00:00
119,Sensor Assemblies,2024-03-15,Stress Crack,9,410,0.022,Critical,Material variance,2024-03-15 00:00:00
120,Composite Panels,2024-03-16,Missing Component,4,149,0.0268,Critical,Material variance,2024-03-16 00:00:00
121,Turbine Blades,2024-03-17,Incorrect Assembly,8,225,0.0356,Critical,Tool wear,2024-03-17 00:00:00
122,Composite Panels,2024-03-17,Missing Component,18,592,0.0304,Minor,Process deviation,2024-03-17 00:00:00
123,Sensor Assemblies,2024-03-17,Stress Crack,24,900,0.0267,Minor,Environmental factors,2024-03-17 00:00:00
124,Hydraulic Actuators,2024-03-18,Stress Crack,20,616,0.0325,Major,Machine calibration,2024-03-18 00:00:00
125,Hydraulic Actuators,2024-03-19,Incorrect Assembly,46,987,0.0466,Critical,Environmental factors,2024-03-19 00:00:00
126,Composite Panels,2024-03-19,Coating Failure,7,496,0.0141,Major,Environmental factors,2024-03-19 00:00:00
127,Turbine Blades,2024-03-19,Missing Component,28,786,0.0356,Minor,Tool wear,2024-03-19 00:00:00
128,Turbine Blades,2024-03-20,Porosity,19,685,0.0277,Minor,Tool wear,2024-03-20 00:00:00
129,Turbine Blades,2024-03-22,Weld Defect,33,683,0.0483,Major,Environmental factors,2024-03-22 00:00:00
130,Turbine Blades,2024-03-25,Weld Defect,6,381,0.0157,Minor,Environmental factors,2024-03-25 00:00:00
131,Landing Gear,2024-03-26,Thread Damage,34,926,0.0367,Major,Process deviation,2024-03-26 00:00:00
132,Turbine Blades,2024-03-26,Surface Scratch,27,603,0.0448,Major,Process deviation,2024-03-26 00:00:00
133,Hydraulic Actuators,2024-03-26,Porosity,0,524,0.0,Major,Process deviation,2024-03-26 00:00:00
134,Landing Gear,2024-03-27,Porosity,1,217,0.0046,Critical,Operator error,2024-03-27 00:00:00
135,Hydraulic Actuators,2024-03-27,Dimensional Out-of-Spec,4,287,0.0139,Critical,Operator error,2024-03-27 00:00:00
136,Hydraulic Actuators,2024-03-28,Material Contamination,5,160,0.0312,Critical,Machine calibration,2024-03-28 00:00:00
137,Turbine Blades,2024-03-28,Dimensional Out-of-Spec,12,405,0.0296,Major,Material variance,2024-03-28 00:00:00
138,Composite Panels,2024-03-28,Coating Failure,8,431,0.0186,Critical,Tool wear,2024-03-28 00:00:00
139,Control Valves,2024-03-29,Thread Damage,38,870,0.0437,Critical,Process deviation,2024-03-29 00:00:00
140,Landing Gear,2024-03-30,Incorrect Assembly,1,375,0.0027,Major,Environmental factors,2024-03-30 00:00:00
141,Composite Panels,2024-03-30,Surface Scratch,7,167,0.0419,Major,Machine calibration,2024-03-30 00:00:00
142,Control Valves,2024-03-30,Porosity,2,119,0.0168,Minor,Machine calibration,2024-03-30 00:00:00
143,Hydraulic Actuators,2024-04-01,Coating Failure,18,411,0.0438,Major,Tool wear,2024-04-01 00:00:00
144,Hydraulic Actuators,2024-04-02,Material Contamination,17,482,0.0353,Critical,Environmental factors,2024-04-02 00:00:00
145,Engine Mounts,2024-04-03,Stress Crack,0,142,0.0,Minor,Operator error,2024-04-03 00:00:00
146,Hydraulic Actuators,2024-04-03,Stress Crack,0,100,0.0,Major,Environmental factors,2024-04-03 00:00:00
147,Precision Bearings,2024-04-03,Coating Failure,43,959,0.0448,Major,Machine calibration,2024-04-03 00:00:00
148,Precision Bearings,2024-04-04,Porosity,2,146,0.0137,Minor,Tool wear,2024-04-04 00:00:00
149,Landing Gear,2024-04-05,Dimensional Out-of-Spec,22,504,0.0437,Critical,Machine calibration,2024-04-05 00:00:00
150,Precision Bearings,2024-04-05,Weld Defect,27,999,0.027,Minor,Environmental factors,2024-04-05 00:00:00
151,Sensor Assemblies,2024-04-06,Stress Crack,16,750,0.0213,Major,Material variance,2024-04-06 00:00:00
152,Sensor Assemblies,2024-04-06,Stress Crack,6,449,0.0134,Minor,Operator error,2024-04-06 00:00:00
153,Turbine Blades,2024-04-08,Surface Scratch,30,723,0.0415,Critical,Machine calibration,2024-04-08 00:00:00
154,Composite Panels,2024-04-09,Coating Failure,31,669,0.0463,Minor,Tool wear,2024-04-09 00:00:00
155,Landing Gear,2024-04-12,Thread Damage,12,461,0.026,Major,Process deviation,2024-04-12 00:00:00
156,Hydraulic Actuators,2024-04-12,Surface Scratch,44,959,0.0459,Critical,Process deviation,2024-04-12 00:00:00
157,Sensor Assemblies,2024-04-12,Surface Scratch,7,297,0.0236,Critical,Machine calibration,2024-04-12 00:00:00
158,Sensor Assemblies,2024-04-14,Thread Damage,1,296,0.0034,Minor,Operator error,2024-04-14 00:00:00
159,Control Valves,2024-04-14,Incorrect Assembly,15,339,0.0442,Critical,Operator error,2024-04-14 00:00:00
160,Control Valves,2024-04-15,Coating Failure,1,107,0.0093,Critical,Operator error,2024-04-15 00:00:00
161,Engine Mounts,2024-04-15,Weld Defect,8,274,0.0292,Minor,Machine calibration,2024-04-15 00:00:00
162,Hydraulic Actuators,2024-04-15,Dimensional Out-of-Spec,2,166,0.012,Critical,Operator error,2024-04-15 00:00:00
163,Precision Bearings,2024-04-16,Surface Scratch,13,296,0.0439,Minor,Machine calibration,2024-04-16 00:00:00
164,Engine Mounts,2024-04-17,Surface Scratch,3,102,0.0294,Major,Process deviation,2024-04-17 00:00:00
165,Composite Panels,2024-04-17,Porosity,3,380,0.0079,Major,Process deviation,2024-04-17 00:00:00
166,Turbine Blades,2024-04-18,Surface Scratch,14,838,0.0167,Major,Process deviation,2024-04-18 00:00:00
167,Engine Mounts,2024-04-18,Coating Failure,0,423,0.0,Critical,Operator error,2024-04-18 00:00:00
168,Composite Panels,2024-04-21,Weld Defect,3,176,0.017,Critical,Operator error,2024-04-21 00:00:00
169,Landing Gear,2024-04-22,Surface Scratch,6,741,0.0081,Major,Process deviation,2024-04-22 00:00:00
170,Turbine Blades,2024-04-22,Missing Component,21,706,0.0297,Critical,Tool wear,2024-04-22 00:00:00
171,Control Valves,2024-04-23,Incorrect Assembly,1,448,0.0022,Minor,Material variance,2024-04-23 00:00:00
172,Landing Gear,2024-04-23,Thread Damage,38,894,0.0425,Major,Tool wear,2024-04-23 00:00:00
173,Engine Mounts,2024-04-23,Dimensional Out-of-Spec,7,692,0.0101,Critical,Tool wear,2024-04-23 00:00:00
174,Sensor Assemblies,2024-04-24,Dimensional Out-of-Spec,44,968,0.0455,Critical,Tool wear,2024-04-24 00:00:00
175,Engine Mounts,2024-04-24,Thread Damage,4,156,0.0256,Minor,Process deviation,2024-04-24 00:00:00
176,Landing Gear,2024-04-24,Surface Scratch,10,204,0.049,Minor,Tool wear,2024-04-24 00:00:00
177,Composite Panels,2024-04-25,Thread Damage,3,511,0.0059,Major,Material variance,2024-04-25 00:00:00
178,Turbine Blades,2024-04-25,Stress Crack,12,564,0.0213,Major,Environmental factors,2024-04-25 00:00:00
179,Turbine Blades,2024-04-27,Incorrect Assembly,16,564,0.0284,Minor,Material variance,2024-04-27 00:00:00
180,Landing Gear,2024-04-27,Thread Damage,0,205,0.0,Minor,Tool wear,2024-04-27 00:00:00
181,Hydraulic Actuators,2024-04-28,Missing Component,32,752,0.0426,Major,Process deviation,2024-04-28 00:00:00
182,Engine Mounts,2024-04-29,Material Contamination,3,290,0.0103,Critical,Tool wear,2024-04-29 00:00:00
183,Hydraulic Actuators,2024-04-29,Coating Failure,18,419,0.043,Minor,Machine calibration,2024-04-29 00:00:00
184,Sensor Assemblies,2024-04-29,Porosity,18,418,0.0431,Critical,Material variance,2024-04-29 00:00:00
185,Precision Bearings,2024-04-30,Missing Component,21,717,0.0293,Major,Tool wear,2024-04-30 00:00:00
186,Hydraulic Actuators,2024-04-30,Porosity,3,158,0.019,Minor,Tool wear,2024-04-30 00:00:00
187,Composite Panels,2024-04-30,Weld Defect,6,452,0.0133,Minor,Material variance,2024-04-30 00:00:00
188,Control Valves,2024-05-02,Stress Crack,30,783,0.0383,Minor,Machine calibration,2024-05-02 00:00:00
189,Sensor Assemblies,2024-05-02,Thread Damage,37,972,0.0381,Major,Environmental factors,2024-05-02 00:00:00
190,Composite Panels,2024-05-03,Dimensional Out-of-Spec,5,436,0.0115,Major,Tool wear,2024-05-03 00:00:00
191,Engine Mounts,2024-05-03,Weld Defect,0,324,0.0,Minor,Material variance,2024-05-03 00:00:00
192,Control Valves,2024-05-04,Incorrect Assembly,15,344,0.0436,Minor,Process deviation,2024-05-04 00:00:00
193,Control Valves,2024-05-04,Surface Scratch,5,509,0.0098,Major,Tool wear,2024-05-04 00:00:00
194,Landing Gear,2024-05-04,Porosity,0,466,0.0,Critical,Material variance,2024-05-04 00:00:00
195,Engine Mounts,2024-05-05,Thread Damage,10,299,0.0334,Major,Tool wear,2024-05-05 00:00:00
196,Turbine Blades,2024-05-05,Missing Component,6,303,0.0198,Critical,Material variance,2024-05-05 00:00:00
197,Hydraulic Actuators,2024-05-06,Weld Defect,17,447,0.038,Critical,Material variance,2024-05-06 00:00:00
198,Turbine Blades,2024-05-06,Missing Component,13,280,0.0464,Critical,Tool wear,2024-05-06 00:00:00
199,Composite Panels,2024-05-07,Incorrect Assembly,7,770,0.0091,Critical,Operator error,2024-05-07 00:00:00
200,Control Valves,2024-05-08,Material Contamination,11,478,0.023,Minor,Environmental factors,2024-05-08 00:00:00
201,Composite Panels,2024-05-08,Dimensional Out-of-Spec,45,999,0.045,Critical,Material variance,2024-05-08 00:00:00
202,Hydraulic Actuators,2024-05-08,Weld Defect,12,913,0.0131,Minor,Process deviation,2024-05-08 00:00:00
203,Sensor Assemblies,2024-05-09,Weld Defect,27,713,0.0379,Critical,Environmental factors,2024-05-09 00:00:00
204,Control Valves,2024-05-09,Missing Component,34,974,0.0349,Critical,Operator error,2024-05-09 00:00:00
205,Turbine Blades,2024-05-10,Material Contamination,17,744,0.0228,Minor,Environmental factors,2024-05-10 00:00:00
206,Control Valves,2024-05-11,Stress Crack,5,844,0.0059,Minor,Environmental factors,2024-05-11 00:00:00
207,Landing Gear,2024-05-11,Coating Failure,8,271,0.0295,Minor,Environmental factors,2024-05-11 00:00:00
208,Sensor Assemblies,2024-05-11,Stress Crack,16,610,0.0262,Critical,Operator error,2024-05-11 00:00:00
209,Engine Mounts,2024-05-12,Stress Crack,31,832,0.0373,Major,Environmental factors,2024-05-12 00:00:00
210,Composite Panels,2024-05-12,Surface Scratch,37,753,0.0491,Critical,Material variance,2024-05-12 00:00:00
211,Engine Mounts,2024-05-13,Coating Failure,15,983,0.0153,Critical,Operator error,2024-05-13 00:00:00
212,Composite Panels,2024-05-14,Incorrect Assembly,10,685,0.0146,Major,Environmental factors,2024-05-14 00:00:00
213,Landing Gear,2024-05-14,Missing Component,1,237,0.0042,Major,Environmental factors,2024-05-14 00:00:00
214,Sensor Assemblies,2024-05-14,Stress Crack,1,335,0.003,Minor,Environmental factors,2024-05-14 00:00:00
215,Composite Panels,2024-05-15,Coating Failure,14,561,0.025,Major,Operator error,2024-05-15 00:00:00
216,Engine Mounts,2024-05-15,Coating Failure,8,424,0.0189,Critical,Material variance,2024-05-15 00:00:00
217,Control Valves,2024-05-16,Incorrect Assembly,2,371,0.0054,Critical,Operator error,2024-05-16 00:00:00
218,Landing Gear,2024-05-16,Weld Defect,17,904,0.0188,Critical,Tool wear,2024-05-16 00:00:00
219,Landing Gear,2024-05-16,Porosity,1,468,0.0021,Critical,Operator error,2024-05-16 00:00:00
220,Sensor Assemblies,2024-05-17,Missing Component,9,356,0.0253,Critical,Machine calibration,2024-05-17 00:00:00
221,Precision Bearings,2024-05-18,Missing Component,2,108,0.0185,Major,Process deviation,2024-05-18 00:00:00
222,Turbine Blades,2024-05-19,Porosity,20,583,0.0343,Critical,Process deviation,2024-05-19 00:00:00
223,Control Valves,2024-05-19,Stress Crack,6,332,0.0181,Critical,Environmental factors,2024-05-19 00:00:00
224,Engine Mounts,2024-05-19,Incorrect Assembly,29,839,0.0346,Critical,Operator error,2024-05-19 00:00:00
225,Composite Panels,2024-05-20,Coating Failure,44,888,0.0495,Critical,Process deviation,2024-05-20 00:00:00
226,Turbine Blades,2024-05-21,Thread Damage,4,483,0.0083,Critical,Operator error,2024-05-21 00:00:00
227,Turbine Blades,2024-05-21,Incorrect Assembly,25,611,0.0409,Major,Material variance,2024-05-21 00:00:00
228,Composite Panels,2024-05-21,Coating Failure,21,535,0.0393,Minor,Environmental factors,2024-05-21 00:00:00
229,Sensor Assemblies,2024-05-22,Thread Damage,1,701,0.0014,Critical,Material variance,2024-05-22 00:00:00
230,Hydraulic Actuators,2024-05-22,Thread Damage,18,438,0.0411,Minor,Environmental factors,2024-05-22 00:00:00
231,Composite Panels,2024-05-23,Dimensional Out-of-Spec,12,309,0.0388,Minor,Process deviation,2024-05-23 00:00:00
232,Control Valves,2024-05-23,Incorrect Assembly,3,586,0.0051,Minor,Process deviation,2024-05-23 00:00:00
233,Precision Bearings,2024-05-23,Dimensional Out-of-Spec,2,195,0.0103,Minor,Environmental factors,2024-05-23 00:00:00
234,Turbine Blades,2024-05-24,Thread Damage,44,946,0.0465,Major,Tool wear,2024-05-24 00:00:00
235,Control Valves,2024-05-25,Missing Component,6,171,0.0351,Critical,Material variance,2024-05-25 00:00:00
236,Landing Gear,2024-05-26,Incorrect Assembly,1,565,0.0018,Minor,Tool wear,2024-05-26 00:00:00
237,Hydraulic Actuators,2024-05-26,Coating Failure,13,434,0.03,Critical,Tool wear,2024-05-26 00:00:00
238,Composite Panels,2024-05-27,Dimensional Out-of-Spec,23,589,0.039,Major,Material variance,2024-05-27 00:00:00
239,Control Valves,2024-05-28,Stress Crack,13,417,0.0312,Critical,Environmental factors,2024-05-28 00:00:00
240,Control Valves,2024-05-29,Stress Crack,22,614,0.0358,Major,Material variance,2024-05-29 00:00:00
241,Turbine Blades,2024-05-29,Dimensional Out-of-Spec,7,246,0.0285,Major,Environmental factors,2024-05-29 00:00:00
242,Sensor Assemblies,2024-05-30,Stress Crack,31,682,0.0455,Major,Environmental factors,2024-05-30 00:00:00
243,Engine Mounts,2024-06-02,Missing Component,22,455,0.0484,Major,Environmental factors,2024-06-02 00:00:00
244,Hydraulic Actuators,2024-06-02,Material Contamination,7,525,0.0133,Minor,Machine calibration,2024-06-02 00:00:00
245,Engine Mounts,2024-06-03,Material Contamination,21,493,0.0426,Minor,Environmental factors,2024-06-03 00:00:00
246,Landing Gear,2024-06-03,Surface Scratch,22,502,0.0438,Critical,Material variance,2024-06-03 00:00:00
